 v-sweep         v(vout)         v(v1)           v(v2)          
 5.20000000e-02  6.11144530e-08  5.20000000e-02  6.00000000e-01 
 5.30000000e-02  6.11144558e-08  5.30000000e-02  6.00000000e-01 
 5.40000000e-02  6.11144568e-08  5.40000000e-02  6.00000000e-01 
 5.50000000e-02  6.11144577e-08  5.50000000e-02  6.00000000e-01 
 5.60000000e-02  6.11144583e-08  5.60000000e-02  6.00000000e-01 
 5.70000000e-02  6.11144608e-08  5.70000000e-02  6.00000000e-01 
 5.80000000e-02  6.11144639e-08  5.80000000e-02  6.00000000e-01 
 5.90000000e-02  6.11144645e-08  5.90000000e-02  6.00000000e-01 
 6.00000000e-02  6.11144663e-08  6.00000000e-02  6.00000000e-01 
 6.10000000e-02  6.11144680e-08  6.10000000e-02  6.00000000e-01 
 6.20000000e-02  6.11144708e-08  6.20000000e-02  6.00000000e-01 
 6.30000000e-02  6.11144717e-08  6.30000000e-02  6.00000000e-01 
 6.40000000e-02  6.11144740e-08  6.40000000e-02  6.00000000e-01 
 6.50000000e-02  6.11144767e-08  6.50000000e-02  6.00000000e-01 
 6.60000000e-02  6.11144801e-08  6.60000000e-02  6.00000000e-01 
 6.70000000e-02  6.11144825e-08  6.70000000e-02  6.00000000e-01 
 6.80000000e-02  6.11144858e-08  6.80000000e-02  6.00000000e-01 
 6.90000000e-02  6.11144860e-08  6.90000000e-02  6.00000000e-01 
 7.00000000e-02  6.11144876e-08  7.00000000e-02  6.00000000e-01 
 7.10000000e-02  6.11144922e-08  7.10000000e-02  6.00000000e-01 
 7.20000000e-02  6.11144932e-08  7.20000000e-02  6.00000000e-01 
 7.30000000e-02  6.11144953e-08  7.30000000e-02  6.00000000e-01 
 7.40000000e-02  6.11145007e-08  7.40000000e-02  6.00000000e-01 
 7.50000000e-02  6.11145021e-08  7.50000000e-02  6.00000000e-01 
 7.60000000e-02  6.11145054e-08  7.60000000e-02  6.00000000e-01 
 7.70000000e-02  6.11145069e-08  7.70000000e-02  6.00000000e-01 
 7.80000000e-02  6.11145097e-08  7.80000000e-02  6.00000000e-01 
 7.90000000e-02  6.11145134e-08  7.90000000e-02  6.00000000e-01 
 8.00000000e-02  6.11145171e-08  8.00000000e-02  6.00000000e-01 
 8.10000000e-02  6.11145201e-08  8.10000000e-02  6.00000000e-01 
 8.20000000e-02  6.11145239e-08  8.20000000e-02  6.00000000e-01 
 8.30000000e-02  6.11145252e-08  8.30000000e-02  6.00000000e-01 
 8.40000000e-02  6.11145309e-08  8.40000000e-02  6.00000000e-01 
 8.50000000e-02  6.11145339e-08  8.50000000e-02  6.00000000e-01 
 8.60000000e-02  6.11145373e-08  8.60000000e-02  6.00000000e-01 
 8.70000000e-02  6.11145400e-08  8.70000000e-02  6.00000000e-01 
 8.80000000e-02  6.11145457e-08  8.80000000e-02  6.00000000e-01 
 8.90000000e-02  6.11145482e-08  8.90000000e-02  6.00000000e-01 
 9.00000000e-02  6.11145529e-08  9.00000000e-02  6.00000000e-01 
 9.10000000e-02  6.11145574e-08  9.10000000e-02  6.00000000e-01 
 9.20000000e-02  6.11145630e-08  9.20000000e-02  6.00000000e-01 
 9.30000000e-02  6.11145663e-08  9.30000000e-02  6.00000000e-01 
 9.40000000e-02  6.11145692e-08  9.40000000e-02  6.00000000e-01 
 9.50000000e-02  6.11145760e-08  9.50000000e-02  6.00000000e-01 
 9.60000000e-02  6.11145804e-08  9.60000000e-02  6.00000000e-01 
 9.70000000e-02  6.11145859e-08  9.70000000e-02  6.00000000e-01 
 9.80000000e-02  6.11145891e-08  9.80000000e-02  6.00000000e-01 
 9.90000000e-02  6.11145966e-08  9.90000000e-02  6.00000000e-01 
 1.00000000e-01  6.11145999e-08  1.00000000e-01  6.00000000e-01 
 1.01000000e-01  6.11146077e-08  1.01000000e-01  6.00000000e-01 
 1.02000000e-01  6.11146130e-08  1.02000000e-01  6.00000000e-01 
 1.03000000e-01  6.11146187e-08  1.03000000e-01  6.00000000e-01 
 1.04000000e-01  6.11146227e-08  1.04000000e-01  6.00000000e-01 
 1.05000000e-01  6.11146297e-08  1.05000000e-01  6.00000000e-01 
 1.06000000e-01  6.11146378e-08  1.06000000e-01  6.00000000e-01 
 1.07000000e-01  6.11146438e-08  1.07000000e-01  6.00000000e-01 
 1.08000000e-01  6.11146500e-08  1.08000000e-01  6.00000000e-01 
 1.09000000e-01  6.11146579e-08  1.09000000e-01  6.00000000e-01 
 1.10000000e-01  6.11146647e-08  1.10000000e-01  6.00000000e-01 
 1.11000000e-01  6.11146719e-08  1.11000000e-01  6.00000000e-01 
 1.12000000e-01  6.11146788e-08  1.12000000e-01  6.00000000e-01 
 1.13000000e-01  6.11146877e-08  1.13000000e-01  6.00000000e-01 
 1.14000000e-01  6.11146957e-08  1.14000000e-01  6.00000000e-01 
 1.15000000e-01  6.11147038e-08  1.15000000e-01  6.00000000e-01 
 1.16000000e-01  6.11147120e-08  1.16000000e-01  6.00000000e-01 
 1.17000000e-01  6.11147188e-08  1.17000000e-01  6.00000000e-01 
 1.18000000e-01  6.11147284e-08  1.18000000e-01  6.00000000e-01 
 1.19000000e-01  6.11147363e-08  1.19000000e-01  6.00000000e-01 
 1.20000000e-01  6.11147477e-08  1.20000000e-01  6.00000000e-01 
 1.21000000e-01  6.11147569e-08  1.21000000e-01  6.00000000e-01 
 1.22000000e-01  6.11147656e-08  1.22000000e-01  6.00000000e-01 
 1.23000000e-01  6.11147758e-08  1.23000000e-01  6.00000000e-01 
 1.24000000e-01  6.11147870e-08  1.24000000e-01  6.00000000e-01 
 1.25000000e-01  6.11147969e-08  1.25000000e-01  6.00000000e-01 
 1.26000000e-01  6.11148096e-08  1.26000000e-01  6.00000000e-01 
 1.27000000e-01  6.11148193e-08  1.27000000e-01  6.00000000e-01 
 1.28000000e-01  6.11148309e-08  1.28000000e-01  6.00000000e-01 
 1.29000000e-01  6.11148431e-08  1.29000000e-01  6.00000000e-01 
 1.30000000e-01  6.11148549e-08  1.30000000e-01  6.00000000e-01 
 1.31000000e-01  6.11148686e-08  1.31000000e-01  6.00000000e-01 
 1.32000000e-01  6.11148793e-08  1.32000000e-01  6.00000000e-01 
 1.33000000e-01  6.11148919e-08  1.33000000e-01  6.00000000e-01 
 1.34000000e-01  6.11149066e-08  1.34000000e-01  6.00000000e-01 
 1.35000000e-01  6.11149214e-08  1.35000000e-01  6.00000000e-01 
 1.36000000e-01  6.11149346e-08  1.36000000e-01  6.00000000e-01 
 1.37000000e-01  6.11149497e-08  1.37000000e-01  6.00000000e-01 
 1.38000000e-01  6.11149670e-08  1.38000000e-01  6.00000000e-01 
 1.39000000e-01  6.11149822e-08  1.39000000e-01  6.00000000e-01 
 1.40000000e-01  6.11149973e-08  1.40000000e-01  6.00000000e-01 
 1.41000000e-01  6.11150128e-08  1.41000000e-01  6.00000000e-01 
 1.42000000e-01  6.11150297e-08  1.42000000e-01  6.00000000e-01 
 1.43000000e-01  6.11150475e-08  1.43000000e-01  6.00000000e-01 
 1.44000000e-01  6.11150663e-08  1.44000000e-01  6.00000000e-01 
 1.45000000e-01  6.11150846e-08  1.45000000e-01  6.00000000e-01 
 1.46000000e-01  6.11151028e-08  1.46000000e-01  6.00000000e-01 
 1.47000000e-01  6.11151223e-08  1.47000000e-01  6.00000000e-01 
 1.48000000e-01  6.11151414e-08  1.48000000e-01  6.00000000e-01 
 1.49000000e-01  6.11151618e-08  1.49000000e-01  6.00000000e-01 
 1.50000000e-01  6.11151826e-08  1.50000000e-01  6.00000000e-01 
 1.51000000e-01  6.11152054e-08  1.51000000e-01  6.00000000e-01 
 1.52000000e-01  6.11152259e-08  1.52000000e-01  6.00000000e-01 
 1.53000000e-01  6.11152481e-08  1.53000000e-01  6.00000000e-01 
 1.54000000e-01  6.11152729e-08  1.54000000e-01  6.00000000e-01 
 1.55000000e-01  6.11152981e-08  1.55000000e-01  6.00000000e-01 
 1.56000000e-01  6.11153218e-08  1.56000000e-01  6.00000000e-01 
 1.57000000e-01  6.11153457e-08  1.57000000e-01  6.00000000e-01 
 1.58000000e-01  6.11153741e-08  1.58000000e-01  6.00000000e-01 
 1.59000000e-01  6.11154002e-08  1.59000000e-01  6.00000000e-01 
 1.60000000e-01  6.11154280e-08  1.60000000e-01  6.00000000e-01 
 1.61000000e-01  6.11154567e-08  1.61000000e-01  6.00000000e-01 
 1.62000000e-01  6.11154853e-08  1.62000000e-01  6.00000000e-01 
 1.63000000e-01  6.11155139e-08  1.63000000e-01  6.00000000e-01 
 1.64000000e-01  6.11155448e-08  1.64000000e-01  6.00000000e-01 
 1.65000000e-01  6.11155777e-08  1.65000000e-01  6.00000000e-01 
 1.66000000e-01  6.11156095e-08  1.66000000e-01  6.00000000e-01 
 1.67000000e-01  6.11156412e-08  1.67000000e-01  6.00000000e-01 
 1.68000000e-01  6.11156763e-08  1.68000000e-01  6.00000000e-01 
 1.69000000e-01  6.11157120e-08  1.69000000e-01  6.00000000e-01 
 1.70000000e-01  6.11157455e-08  1.70000000e-01  6.00000000e-01 
 1.71000000e-01  6.11157850e-08  1.71000000e-01  6.00000000e-01 
 1.72000000e-01  6.11158216e-08  1.72000000e-01  6.00000000e-01 
 1.73000000e-01  6.11158611e-08  1.73000000e-01  6.00000000e-01 
 1.74000000e-01  6.11159015e-08  1.74000000e-01  6.00000000e-01 
 1.75000000e-01  6.11159428e-08  1.75000000e-01  6.00000000e-01 
 1.76000000e-01  6.11159846e-08  1.76000000e-01  6.00000000e-01 
 1.77000000e-01  6.11160297e-08  1.77000000e-01  6.00000000e-01 
 1.78000000e-01  6.11160744e-08  1.78000000e-01  6.00000000e-01 
 1.79000000e-01  6.11161197e-08  1.79000000e-01  6.00000000e-01 
 1.80000000e-01  6.11161656e-08  1.80000000e-01  6.00000000e-01 
 1.81000000e-01  6.11162154e-08  1.81000000e-01  6.00000000e-01 
 1.82000000e-01  6.11162647e-08  1.82000000e-01  6.00000000e-01 
 1.83000000e-01  6.11163155e-08  1.83000000e-01  6.00000000e-01 
 1.84000000e-01  6.11163677e-08  1.84000000e-01  6.00000000e-01 
 1.85000000e-01  6.11164213e-08  1.85000000e-01  6.00000000e-01 
 1.86000000e-01  6.11164791e-08  1.86000000e-01  6.00000000e-01 
 1.87000000e-01  6.11165358e-08  1.87000000e-01  6.00000000e-01 
 1.88000000e-01  6.11165943e-08  1.88000000e-01  6.00000000e-01 
 1.89000000e-01  6.11166551e-08  1.89000000e-01  6.00000000e-01 
 1.90000000e-01  6.11167148e-08  1.90000000e-01  6.00000000e-01 
 1.91000000e-01  6.11167795e-08  1.91000000e-01  6.00000000e-01 
 1.92000000e-01  6.11168441e-08  1.92000000e-01  6.00000000e-01 
 1.93000000e-01  6.11169111e-08  1.93000000e-01  6.00000000e-01 
 1.94000000e-01  6.11169810e-08  1.94000000e-01  6.00000000e-01 
 1.95000000e-01  6.11170536e-08  1.95000000e-01  6.00000000e-01 
 1.96000000e-01  6.11171226e-08  1.96000000e-01  6.00000000e-01 
 1.97000000e-01  6.11171995e-08  1.97000000e-01  6.00000000e-01 
 1.98000000e-01  6.11172748e-08  1.98000000e-01  6.00000000e-01 
 1.99000000e-01  6.11173567e-08  1.99000000e-01  6.00000000e-01 
 2.00000000e-01  6.11174348e-08  2.00000000e-01  6.00000000e-01 
 2.01000000e-01  6.11175213e-08  2.01000000e-01  6.00000000e-01 
 2.02000000e-01  6.11176055e-08  2.02000000e-01  6.00000000e-01 
 2.03000000e-01  6.11176926e-08  2.03000000e-01  6.00000000e-01 
 2.04000000e-01  6.11177827e-08  2.04000000e-01  6.00000000e-01 
 2.05000000e-01  6.11178767e-08  2.05000000e-01  6.00000000e-01 
 2.06000000e-01  6.11179704e-08  2.06000000e-01  6.00000000e-01 
 2.07000000e-01  6.11180690e-08  2.07000000e-01  6.00000000e-01 
 2.08000000e-01  6.11181691e-08  2.08000000e-01  6.00000000e-01 
 2.09000000e-01  6.11182739e-08  2.09000000e-01  6.00000000e-01 
 2.10000000e-01  6.11183800e-08  2.10000000e-01  6.00000000e-01 
 2.11000000e-01  6.11184894e-08  2.11000000e-01  6.00000000e-01 
 2.12000000e-01  6.11186010e-08  2.12000000e-01  6.00000000e-01 
 2.13000000e-01  6.11187152e-08  2.13000000e-01  6.00000000e-01 
 2.14000000e-01  6.11188352e-08  2.14000000e-01  6.00000000e-01 
 2.15000000e-01  6.11189553e-08  2.15000000e-01  6.00000000e-01 
 2.16000000e-01  6.11190808e-08  2.16000000e-01  6.00000000e-01 
 2.17000000e-01  6.11192090e-08  2.17000000e-01  6.00000000e-01 
 2.18000000e-01  6.11193400e-08  2.18000000e-01  6.00000000e-01 
 2.19000000e-01  6.11194761e-08  2.19000000e-01  6.00000000e-01 
 2.20000000e-01  6.11196166e-08  2.20000000e-01  6.00000000e-01 
 2.21000000e-01  6.11197574e-08  2.21000000e-01  6.00000000e-01 
 2.22000000e-01  6.11199054e-08  2.22000000e-01  6.00000000e-01 
 2.23000000e-01  6.11200558e-08  2.23000000e-01  6.00000000e-01 
 2.24000000e-01  6.11202121e-08  2.24000000e-01  6.00000000e-01 
 2.25000000e-01  6.11203718e-08  2.25000000e-01  6.00000000e-01 
 2.26000000e-01  6.11205339e-08  2.26000000e-01  6.00000000e-01 
 2.27000000e-01  6.11207035e-08  2.27000000e-01  6.00000000e-01 
 2.28000000e-01  6.11208775e-08  2.28000000e-01  6.00000000e-01 
 2.29000000e-01  6.11210517e-08  2.29000000e-01  6.00000000e-01 
 2.30000000e-01  6.11212363e-08  2.30000000e-01  6.00000000e-01 
 2.31000000e-01  6.11214224e-08  2.31000000e-01  6.00000000e-01 
 2.32000000e-01  6.11216158e-08  2.32000000e-01  6.00000000e-01 
 2.33000000e-01  6.11218134e-08  2.33000000e-01  6.00000000e-01 
 2.34000000e-01  6.11220175e-08  2.34000000e-01  6.00000000e-01 
 2.35000000e-01  6.11222256e-08  2.35000000e-01  6.00000000e-01 
 2.36000000e-01  6.11224402e-08  2.36000000e-01  6.00000000e-01 
 2.37000000e-01  6.11226596e-08  2.37000000e-01  6.00000000e-01 
 2.38000000e-01  6.11228844e-08  2.38000000e-01  6.00000000e-01 
 2.39000000e-01  6.11231185e-08  2.39000000e-01  6.00000000e-01 
 2.40000000e-01  6.11233560e-08  2.40000000e-01  6.00000000e-01 
 2.41000000e-01  6.11236022e-08  2.41000000e-01  6.00000000e-01 
 2.42000000e-01  6.11238524e-08  2.42000000e-01  6.00000000e-01 
 2.43000000e-01  6.11241140e-08  2.43000000e-01  6.00000000e-01 
 2.44000000e-01  6.11243806e-08  2.44000000e-01  6.00000000e-01 
 2.45000000e-01  6.11246534e-08  2.45000000e-01  6.00000000e-01 
 2.46000000e-01  6.11249328e-08  2.46000000e-01  6.00000000e-01 
 2.47000000e-01  6.11252222e-08  2.47000000e-01  6.00000000e-01 
 2.48000000e-01  6.11255192e-08  2.48000000e-01  6.00000000e-01 
 2.49000000e-01  6.11258222e-08  2.49000000e-01  6.00000000e-01 
 2.50000000e-01  6.11261343e-08  2.50000000e-01  6.00000000e-01 
 2.51000000e-01  6.11264567e-08  2.51000000e-01  6.00000000e-01 
 2.52000000e-01  6.11267876e-08  2.52000000e-01  6.00000000e-01 
 2.53000000e-01  6.11271262e-08  2.53000000e-01  6.00000000e-01 
 2.54000000e-01  6.11274766e-08  2.54000000e-01  6.00000000e-01 
 2.55000000e-01  6.11278321e-08  2.55000000e-01  6.00000000e-01 
 2.56000000e-01  6.11282001e-08  2.56000000e-01  6.00000000e-01 
 2.57000000e-01  6.11285769e-08  2.57000000e-01  6.00000000e-01 
 2.58000000e-01  6.11289657e-08  2.58000000e-01  6.00000000e-01 
 2.59000000e-01  6.11293646e-08  2.59000000e-01  6.00000000e-01 
 2.60000000e-01  6.11297725e-08  2.60000000e-01  6.00000000e-01 
 2.61000000e-01  6.11301940e-08  2.61000000e-01  6.00000000e-01 
 2.62000000e-01  6.11306267e-08  2.62000000e-01  6.00000000e-01 
 2.63000000e-01  6.11310693e-08  2.63000000e-01  6.00000000e-01 
 2.64000000e-01  6.11315273e-08  2.64000000e-01  6.00000000e-01 
 2.65000000e-01  6.11319962e-08  2.65000000e-01  6.00000000e-01 
 2.66000000e-01  6.11324767e-08  2.66000000e-01  6.00000000e-01 
 2.67000000e-01  6.11329713e-08  2.67000000e-01  6.00000000e-01 
 2.68000000e-01  6.11334775e-08  2.68000000e-01  6.00000000e-01 
 2.69000000e-01  6.11339994e-08  2.69000000e-01  6.00000000e-01 
 2.70000000e-01  6.11345358e-08  2.70000000e-01  6.00000000e-01 
 2.71000000e-01  6.11350879e-08  2.71000000e-01  6.00000000e-01 
 2.72000000e-01  6.11356529e-08  2.72000000e-01  6.00000000e-01 
 2.73000000e-01  6.11362357e-08  2.73000000e-01  6.00000000e-01 
 2.74000000e-01  6.11368296e-08  2.74000000e-01  6.00000000e-01 
 2.75000000e-01  6.11374438e-08  2.75000000e-01  6.00000000e-01 
 2.76000000e-01  6.11380744e-08  2.76000000e-01  6.00000000e-01 
 2.77000000e-01  6.11387195e-08  2.77000000e-01  6.00000000e-01 
 2.78000000e-01  6.11393841e-08  2.78000000e-01  6.00000000e-01 
 2.79000000e-01  6.11400664e-08  2.79000000e-01  6.00000000e-01 
 2.80000000e-01  6.11407683e-08  2.80000000e-01  6.00000000e-01 
 2.81000000e-01  6.11414887e-08  2.81000000e-01  6.00000000e-01 
 2.82000000e-01  6.11422284e-08  2.82000000e-01  6.00000000e-01 
 2.83000000e-01  6.11429902e-08  2.83000000e-01  6.00000000e-01 
 2.84000000e-01  6.11437716e-08  2.84000000e-01  6.00000000e-01 
 2.85000000e-01  6.11445716e-08  2.85000000e-01  6.00000000e-01 
 2.86000000e-01  6.11453972e-08  2.86000000e-01  6.00000000e-01 
 2.87000000e-01  6.11462425e-08  2.87000000e-01  6.00000000e-01 
 2.88000000e-01  6.11471108e-08  2.88000000e-01  6.00000000e-01 
 2.89000000e-01  6.11480062e-08  2.89000000e-01  6.00000000e-01 
 2.90000000e-01  6.11489232e-08  2.90000000e-01  6.00000000e-01 
 2.91000000e-01  6.11498644e-08  2.91000000e-01  6.00000000e-01 
 2.92000000e-01  6.11508334e-08  2.92000000e-01  6.00000000e-01 
 2.93000000e-01  6.11518275e-08  2.93000000e-01  6.00000000e-01 
 2.94000000e-01  6.11528492e-08  2.94000000e-01  6.00000000e-01 
 2.95000000e-01  6.11538994e-08  2.95000000e-01  6.00000000e-01 
 2.96000000e-01  6.11549749e-08  2.96000000e-01  6.00000000e-01 
 2.97000000e-01  6.11560831e-08  2.97000000e-01  6.00000000e-01 
 2.98000000e-01  6.11572192e-08  2.98000000e-01  6.00000000e-01 
 2.99000000e-01  6.11583862e-08  2.99000000e-01  6.00000000e-01 
 3.00000000e-01  6.11595840e-08  3.00000000e-01  6.00000000e-01 
 3.01000000e-01  6.11608184e-08  3.01000000e-01  6.00000000e-01 
 3.02000000e-01  6.11620827e-08  3.02000000e-01  6.00000000e-01 
 3.03000000e-01  6.11633831e-08  3.03000000e-01  6.00000000e-01 
 3.04000000e-01  6.11647175e-08  3.04000000e-01  6.00000000e-01 
 3.05000000e-01  6.11660888e-08  3.05000000e-01  6.00000000e-01 
 3.06000000e-01  6.11674971e-08  3.06000000e-01  6.00000000e-01 
 3.07000000e-01  6.11689432e-08  3.07000000e-01  6.00000000e-01 
 3.08000000e-01  6.11704277e-08  3.08000000e-01  6.00000000e-01 
 3.09000000e-01  6.11719542e-08  3.09000000e-01  6.00000000e-01 
 3.10000000e-01  6.11735209e-08  3.10000000e-01  6.00000000e-01 
 3.11000000e-01  6.11751336e-08  3.11000000e-01  6.00000000e-01 
 3.12000000e-01  6.11767860e-08  3.12000000e-01  6.00000000e-01 
 3.13000000e-01  6.11784832e-08  3.13000000e-01  6.00000000e-01 
 3.14000000e-01  6.11802275e-08  3.14000000e-01  6.00000000e-01 
 3.15000000e-01  6.11820182e-08  3.15000000e-01  6.00000000e-01 
 3.16000000e-01  6.11838585e-08  3.16000000e-01  6.00000000e-01 
 3.17000000e-01  6.11857465e-08  3.17000000e-01  6.00000000e-01 
 3.18000000e-01  6.11876862e-08  3.18000000e-01  6.00000000e-01 
 3.19000000e-01  6.11896814e-08  3.19000000e-01  6.00000000e-01 
 3.20000000e-01  6.11917251e-08  3.20000000e-01  6.00000000e-01 
 3.21000000e-01  6.11938288e-08  3.21000000e-01  6.00000000e-01 
 3.22000000e-01  6.11959870e-08  3.22000000e-01  6.00000000e-01 
 3.23000000e-01  6.11982033e-08  3.23000000e-01  6.00000000e-01 
 3.24000000e-01  6.12004805e-08  3.24000000e-01  6.00000000e-01 
 3.25000000e-01  6.12028186e-08  3.25000000e-01  6.00000000e-01 
 3.26000000e-01  6.12052179e-08  3.26000000e-01  6.00000000e-01 
 3.27000000e-01  6.12076852e-08  3.27000000e-01  6.00000000e-01 
 3.28000000e-01  6.12102165e-08  3.28000000e-01  6.00000000e-01 
 3.29000000e-01  6.12128183e-08  3.29000000e-01  6.00000000e-01 
 3.30000000e-01  6.12154888e-08  3.30000000e-01  6.00000000e-01 
 3.31000000e-01  6.12182283e-08  3.31000000e-01  6.00000000e-01 
 3.32000000e-01  6.12210455e-08  3.32000000e-01  6.00000000e-01 
 3.33000000e-01  6.12239384e-08  3.33000000e-01  6.00000000e-01 
 3.34000000e-01  6.12269073e-08  3.34000000e-01  6.00000000e-01 
 3.35000000e-01  6.12299554e-08  3.35000000e-01  6.00000000e-01 
 3.36000000e-01  6.12330878e-08  3.36000000e-01  6.00000000e-01 
 3.37000000e-01  6.12363030e-08  3.37000000e-01  6.00000000e-01 
 3.38000000e-01  6.12396044e-08  3.38000000e-01  6.00000000e-01 
 3.39000000e-01  6.12429931e-08  3.39000000e-01  6.00000000e-01 
 3.40000000e-01  6.12464756e-08  3.40000000e-01  6.00000000e-01 
 3.41000000e-01  6.12500487e-08  3.41000000e-01  6.00000000e-01 
 3.42000000e-01  6.12537171e-08  3.42000000e-01  6.00000000e-01 
 3.43000000e-01  6.12574862e-08  3.43000000e-01  6.00000000e-01 
 3.44000000e-01  6.12613554e-08  3.44000000e-01  6.00000000e-01 
 3.45000000e-01  6.12653286e-08  3.45000000e-01  6.00000000e-01 
 3.46000000e-01  6.12694080e-08  3.46000000e-01  6.00000000e-01 
 3.47000000e-01  6.12735935e-08  3.47000000e-01  6.00000000e-01 
 3.48000000e-01  6.12778934e-08  3.48000000e-01  6.00000000e-01 
 3.49000000e-01  6.12823072e-08  3.49000000e-01  6.00000000e-01 
 3.50000000e-01  6.12868392e-08  3.50000000e-01  6.00000000e-01 
 3.51000000e-01  6.12914915e-08  3.51000000e-01  6.00000000e-01 
 3.52000000e-01  6.12962685e-08  3.52000000e-01  6.00000000e-01 
 3.53000000e-01  6.13011721e-08  3.53000000e-01  6.00000000e-01 
 3.54000000e-01  6.13062070e-08  3.54000000e-01  6.00000000e-01 
 3.55000000e-01  6.13113744e-08  3.55000000e-01  6.00000000e-01 
 3.56000000e-01  6.13166812e-08  3.56000000e-01  6.00000000e-01 
 3.57000000e-01  6.13221269e-08  3.57000000e-01  6.00000000e-01 
 3.58000000e-01  6.13277192e-08  3.58000000e-01  6.00000000e-01 
 3.59000000e-01  6.13334582e-08  3.59000000e-01  6.00000000e-01 
 3.60000000e-01  6.13393525e-08  3.60000000e-01  6.00000000e-01 
 3.61000000e-01  6.13453991e-08  3.61000000e-01  6.00000000e-01 
 3.62000000e-01  6.13516066e-08  3.62000000e-01  6.00000000e-01 
 3.63000000e-01  6.13579792e-08  3.63000000e-01  6.00000000e-01 
 3.64000000e-01  6.13645205e-08  3.64000000e-01  6.00000000e-01 
 3.65000000e-01  6.13712347e-08  3.65000000e-01  6.00000000e-01 
 3.66000000e-01  6.13781247e-08  3.66000000e-01  6.00000000e-01 
